10,1966-12-01 00:00:00+01
6,1972-02-01 00:00:00+01
2,1972-03-01 00:00:00+01
8,1972-08-01 00:00:00+01
8,1973-04-01 00:00:00+01
3,1973-10-01 00:00:00+01
3,1973-11-01 00:00:00+01
7,1975-03-01 00:00:00+01
2,1975-11-01 00:00:00+01
2,1978-01-01 00:00:00+01
9,1979-08-01 00:00:00+02
10,1979-09-01 00:00:00+02
9,1979-10-01 00:00:00+01
60,1985-01-01 00:00:00+01
55,1985-02-01 00:00:00+01
104,1985-03-01 00:00:00+01
56,1985-04-01 00:00:00+02
55,1985-05-01 00:00:00+02
133,1985-06-01 00:00:00+02
32,1985-07-01 00:00:00+02
12,1985-09-01 00:00:00+02
43,1985-10-01 00:00:00+01
10,1985-11-01 00:00:00+01
7,1985-12-01 00:00:00+01
21,1986-01-01 00:00:00+01
2,1986-02-01 00:00:00+01
20,1986-03-01 00:00:00+01
8,1986-04-01 00:00:00+02
17,1986-05-01 00:00:00+02
7,1986-06-01 00:00:00+02
45,1986-07-01 00:00:00+02
7,1986-08-01 00:00:00+02
27,1986-09-01 00:00:00+02
26,1986-11-01 00:00:00+01
32,1986-12-01 00:00:00+01
13,1987-01-01 00:00:00+01
25,1987-02-01 00:00:00+01
44,1987-04-01 00:00:00+02
9,1987-05-01 00:00:00+02
27,1987-06-01 00:00:00+02
29,1987-07-01 00:00:00+02
24,1987-08-01 00:00:00+02
52,1987-10-01 00:00:00+01
15,1987-11-01 00:00:00+01
6,1987-12-01 00:00:00+01
10,1988-01-01 00:00:00+01
34,1988-02-01 00:00:00+01
94,1988-03-01 00:00:00+01
28,1988-04-01 00:00:00+02
8,1988-05-01 00:00:00+02
13,1988-07-01 00:00:00+02
28,1988-08-01 00:00:00+02
43,1988-09-01 00:00:00+02
4,1988-10-01 00:00:00+01
21,1988-11-01 00:00:00+01
90,1988-12-01 00:00:00+01
13,1989-01-01 00:00:00+01
3,1989-02-01 00:00:00+01
25,1989-03-01 00:00:00+01
33,1989-04-01 00:00:00+02
31,1989-05-01 00:00:00+02
93,1989-06-01 00:00:00+02
23,1989-07-01 00:00:00+02
29,1989-08-01 00:00:00+02
56,1989-09-01 00:00:00+02
51,1989-10-01 00:00:00+01
60,1989-11-01 00:00:00+01
131,1989-12-01 00:00:00+01
18,1990-01-01 00:00:00+01
65,1990-02-01 00:00:00+01
53,1990-03-01 00:00:00+01
4,1990-04-01 00:00:00+02
18,1990-05-01 00:00:00+02
21,1990-06-01 00:00:00+02
52,1990-07-01 00:00:00+02
127,1990-08-01 00:00:00+02
10,1990-09-01 00:00:00+02
36,1990-10-01 00:00:00+01
106,1990-11-01 00:00:00+01
38,1990-12-01 00:00:00+01
23,1991-01-01 00:00:00+01
40,1991-02-01 00:00:00+01
12,1991-03-01 00:00:00+01
27,1991-04-01 00:00:00+02
54,1991-05-01 00:00:00+02
14,1991-06-01 00:00:00+02
22,1991-07-01 00:00:00+02
41,1991-08-01 00:00:00+02
17,1991-09-01 00:00:00+02
4,1991-10-01 00:00:00+01
39,1991-11-01 00:00:00+01
53,1991-12-01 00:00:00+01
5,1992-01-01 00:00:00+01
21,1992-02-01 00:00:00+01
14,1992-03-01 00:00:00+01
49,1992-04-01 00:00:00+02
18,1992-05-01 00:00:00+02
24,1992-06-01 00:00:00+02
41,1992-07-01 00:00:00+02
7,1992-08-01 00:00:00+02
33,1992-09-01 00:00:00+02
49,1992-10-01 00:00:00+01
41,1992-11-01 00:00:00+01
76,1992-12-01 00:00:00+01
42,1993-01-01 00:00:00+01
6,1993-02-01 00:00:00+01
17,1993-03-01 00:00:00+01
4,1993-04-01 00:00:00+02
4,1993-05-01 00:00:00+02
15,1993-06-01 00:00:00+02
25,1993-07-01 00:00:00+02
10,1993-08-01 00:00:00+02
10,1993-10-01 00:00:00+01
15,1993-11-01 00:00:00+01
18,1993-12-01 00:00:00+01
21,1994-01-01 00:00:00+01
18,1994-02-01 00:00:00+01
39,1994-03-01 00:00:00+01
53,1994-04-01 00:00:00+02
11,1994-05-01 00:00:00+02
6,1994-06-01 00:00:00+02
22,1994-07-01 00:00:00+02
17,1994-08-01 00:00:00+02
22,1994-09-01 00:00:00+02
14,1994-10-01 00:00:00+01
79,1994-11-01 00:00:00+01
72,1994-12-01 00:00:00+01
20,1995-01-01 00:00:00+01
18,1995-03-01 00:00:00+01
20,1995-04-01 00:00:00+02
60,1995-05-01 00:00:00+02
64,1995-06-01 00:00:00+02
78,1995-07-01 00:00:00+02
63,1995-08-01 00:00:00+02
17,1995-09-01 00:00:00+02
92,1995-10-01 00:00:00+01
85,1995-11-01 00:00:00+01
80,1995-12-01 00:00:00+01
23,1996-01-01 00:00:00+01
5,1996-02-01 00:00:00+01
11,1996-03-01 00:00:00+01
40,1996-04-01 00:00:00+02
8,1996-05-01 00:00:00+02
21,1996-06-01 00:00:00+02
13,1996-07-01 00:00:00+02
8,1996-08-01 00:00:00+02
20,1996-09-01 00:00:00+02
4,1996-10-01 00:00:00+02
67,1996-11-01 00:00:00+01
19,1996-12-01 00:00:00+01
17,1997-01-01 00:00:00+01
18,1997-02-01 00:00:00+01
22,1997-04-01 00:00:00+02
40,1997-05-01 00:00:00+02
10,1997-06-01 00:00:00+02
30,1997-07-01 00:00:00+02
31,1997-08-01 00:00:00+02
54,1997-09-01 00:00:00+02
9,1997-10-01 00:00:00+02
32,1997-11-01 00:00:00+01
61,1997-12-01 00:00:00+01
24,1998-02-01 00:00:00+01
32,1998-03-01 00:00:00+01
19,1998-04-01 00:00:00+02
55,1998-05-01 00:00:00+02
1,1998-06-01 00:00:00+02
8,1998-07-01 00:00:00+02
57,1998-08-01 00:00:00+02
24,1998-09-01 00:00:00+02
37,1998-10-01 00:00:00+02
30,1998-11-01 00:00:00+01
81,1998-12-01 00:00:00+01
42,1999-01-01 00:00:00+01
47,1999-02-01 00:00:00+01
27,1999-03-01 00:00:00+01
11,1999-04-01 00:00:00+02
6,1999-06-01 00:00:00+02
39,1999-07-01 00:00:00+02
14,1999-08-01 00:00:00+02
31,1999-09-01 00:00:00+02
43,1999-10-01 00:00:00+02
59,1999-11-01 00:00:00+01
91,1999-12-01 00:00:00+01
231,2000-04-01 00:00:00+02
71,2000-05-01 00:00:00+02
412,2000-06-01 00:00:00+02
252,2000-07-01 00:00:00+02
84,2000-08-01 00:00:00+02
101,2000-09-01 00:00:00+02
56,2000-10-01 00:00:00+02
197,2000-11-01 00:00:00+01
561,2000-12-01 00:00:00+01
189,2001-01-01 00:00:00+01
95,2001-02-01 00:00:00+01
256,2001-03-01 00:00:00+01
301,2001-04-01 00:00:00+02
466,2001-05-01 00:00:00+02
535,2001-06-01 00:00:00+02
373,2001-07-01 00:00:00+02
585,2001-08-01 00:00:00+02
635,2001-09-01 00:00:00+02
807,2001-10-01 00:00:00+02
759,2001-11-01 00:00:00+01
643,2001-12-01 00:00:00+01
582,2002-01-01 00:00:00+01
819,2002-02-01 00:00:00+01
1120,2002-03-01 00:00:00+01
897,2002-04-01 00:00:00+02
1330,2002-05-01 00:00:00+02
1000,2002-06-01 00:00:00+02
1055,2002-07-01 00:00:00+02
745,2002-08-01 00:00:00+02
1130,2002-09-01 00:00:00+02
1643,2002-10-01 00:00:00+02
2225,2002-11-01 00:00:00+01
2277,2002-12-01 00:00:00+01
3213,2003-01-01 00:00:00+01
3484,2003-02-01 00:00:00+01
5335,2003-03-01 00:00:00+01
4577,2003-04-01 00:00:00+02
3515,2003-05-01 00:00:00+02
4201,2003-06-01 00:00:00+02
4757,2003-07-01 00:00:00+02
3546,2003-08-01 00:00:00+02
3694,2003-09-01 00:00:00+02
4551,2003-10-01 00:00:00+02
3666,2003-11-01 00:00:00+01
4104,2003-12-01 00:00:00+01
4151,2004-01-01 00:00:00+01
4885,2004-02-01 00:00:00+01
7347,2004-03-01 00:00:00+01
5717,2004-04-01 00:00:00+02
4794,2004-05-01 00:00:00+02
5904,2004-06-01 00:00:00+02
6446,2004-07-01 00:00:00+02
5760,2004-08-01 00:00:00+02
6307,2004-09-01 00:00:00+02
7586,2004-10-01 00:00:00+02
8107,2004-11-01 00:00:00+01
10206,2004-12-01 00:00:00+01
10922,2005-01-01 00:00:00+01
11625,2005-02-01 00:00:00+01
15071,2005-03-01 00:00:00+01
14179,2005-04-01 00:00:00+02
12690,2005-05-01 00:00:00+02
15078,2005-06-01 00:00:00+02
12858,2005-07-01 00:00:00+02
12257,2005-08-01 00:00:00+02
14746,2005-09-01 00:00:00+02
16093,2005-10-01 00:00:00+02
16519,2005-11-01 00:00:00+01
17749,2005-12-01 00:00:00+01
18369,2006-01-01 00:00:00+01
25420,2006-02-01 00:00:00+01
33363,2006-03-01 00:00:00+01
24853,2006-04-01 00:00:00+02
28335,2006-05-01 00:00:00+02
28516,2006-06-01 00:00:00+02
23414,2006-07-01 00:00:00+02
26645,2006-08-01 00:00:00+02
23591,2006-09-01 00:00:00+02
27092,2006-10-01 00:00:00+02
28973,2006-11-01 00:00:00+01
27700,2006-12-01 00:00:00+01
27255,2007-01-01 00:00:00+01
29258,2007-02-01 00:00:00+01
34647,2007-03-01 00:00:00+01
27430,2007-04-01 00:00:00+02
28932,2007-05-01 00:00:00+02
26808,2007-06-01 00:00:00+02
24633,2007-07-01 00:00:00+02
25607,2007-08-01 00:00:00+02
24662,2007-09-01 00:00:00+02
30045,2007-10-01 00:00:00+02
33578,2007-11-01 00:00:00+01
27566,2007-12-01 00:00:00+01
29238,2008-01-01 00:00:00+01
33135,2008-02-01 00:00:00+01
33527,2008-03-01 00:00:00+01
30389,2008-04-01 00:00:00+02
30697,2008-05-01 00:00:00+02
29255,2008-06-01 00:00:00+02
30738,2008-07-01 00:00:00+02
26885,2008-08-01 00:00:00+02
30747,2008-09-01 00:00:00+02
34799,2008-10-01 00:00:00+02
33894,2008-11-01 00:00:00+01
37388,2008-12-01 00:00:00+01
35772,2009-01-01 00:00:00+01
39055,2009-02-01 00:00:00+01
42375,2009-03-01 00:00:00+01
39092,2009-04-01 00:00:00+02
34710,2009-05-01 00:00:00+02
43511,2009-06-01 00:00:00+02
35841,2009-07-01 00:00:00+02
31837,2009-08-01 00:00:00+02
36419,2009-09-01 00:00:00+02
37602,2009-10-01 00:00:00+02
39671,2009-11-01 00:00:00+01
40838,2009-12-01 00:00:00+01
33441,2010-01-01 00:00:00+01
39573,2010-02-01 00:00:00+01
